Word,Frequency,Frequency (%)
11544525,1,0.00
1144809,1,0.00
1142162,1,0.00
1125695,1,0.00
112119,1,0.00
125154,1,0.00
127834430,1,0.00
127655,1,0.00
127159,1,0.00
126692,1,0.00
126593,1,0.00
1265267,1,0.00
1263,1,0.00
126075,1,0.00
126,1,0.00
125968,1,0.00
125859,1,0.00
125254,1,0.00
111129,1,0.00
12500,1,0.00
1246214035,1,0.00
124262,1,0.00
124061,1,0.00
124,1,0.00
12371240,1,0.00
123142,1,0.00
123,1,0.00
12288331,1,0.00
1228199,1,0.00
1227,1,0.00
03624331,1,0.00
100486,1,0.00
100150000,1,0.00
100150,1,0.00
09668136,1,0.00
09259880,1,0.00
0859,1,0.00
0844408662,1,0.00
082218,1,0.00
07062000,1,0.00
0606,1,0.00
05011,1,0.00
05,1,0.00
100year,1,0.00
0195177266,1,0.00
0160588596,1,0.00
01434632,1,0.00
0140513264,1,0.00
00905992,1,0.00
00379808,1,0.00
00346705,1,0.00
00280836,1,0.00
00274380,1,0.00
00225037,1,0.00
00130613,1,0.00
00072303,1,0.00
103124,1,0.00
111,1,0.00
1100,1,0.00
110,1,0.00
1099344,1,0.00
10971098,1,0.00
1097,1,0.00
10761915,1,0.00
10710043,1,0.00
10659717,1,0.00
106122,1,0.00
1057681,1,0.00
1034002,1,0.00
127973,1,0.00
1028036,1,0.00
1026492383,1,0.00
1023,1,0.00
1022076734,1,0.00
1021884,1,0.00
10205,1,0.00
102000,1,0.00
102,1,0.00
10191054,1,0.00
101113,1,0.00
1011,1,0.00
147182123,1,0.00
151164,1,0.00
151162,1,0.00
151112,1,0.00
151076719,1,0.00
1503933,1,0.00
15001800,1,0.00
15001700,1,0.00
150,1,0.00
149631,1,0.00
14941618,1,0.00
1478046,1,0.00
14765438,1,0.00
151174,1,0.00
147173,1,0.00
147159,1,0.00
147158,1,0.00
147141998,1,0.00
146th,1,0.00
146768452,1,0.00
1465212,1,0.00
146,1,0.00
145715873,1,0.00
145612470,1,0.00
1453,1,0.00
145259594,1,0.00
1533,1,0.00
1544376,1,0.00
154309589,1,0.00
153926665,1,0.00
153838744,1,0.00
153715,1,0.00
153594637,1,0.00
153570960,1,0.00
153551739,1,0.00
153495141,1,0.00
153455573,1,0.00
153404,1,0.00
153338264,1,0.00
145141360,1,0.00
153168354,1,0.00
153157,1,0.00
152934,1,0.00
15278050,1,0.00
1527,1,0.00
152467776,1,0.00
152,1,0.00
151989,1,0.00
151713355,1,0.00
151700,1,0.00
151474,1,0.00
1308660,1,0.00
136th,1,0.00
1360263,1,0.00
135139,1,0.00
1347433,1,0.00
134142,1,0.00
1333553,1,0.00
132962208,1,0.00
1328,1,0.00
1316131,1,0.00
1313,1,0.00
131150,1,0.00
131,1,0.00
137,1,0.00
130135,1,0.00
13010112,1,0.00
12th,1,0.00
129919,1,0.00
129,1,0.00
128960702,1,0.00
12891310,1,0.00
12825,1,0.00
128157,1,0.00
128151,1,0.00
128091,1,0.00
1428,1,0.00
144930608,1,0.00
144835649,1,0.00
1447,1,0.00
144699673,1,0.00
144165201,1,0.00
143792013,1,0.00
143736977,1,0.00
143704019,1,0.00
143690841,1,0.00
143618581,1,0.00
143597960,1,0.00
1430,1,0.00
2022646647,1,0.00
142,1,0.00
141332657,1,0.00
1408333,1,0.00
140640018,1,0.00
14060949,1,0.00
140153,1,0.00
139,1,0.00
138726,1,0.00
138066784,1,0.00
138049,1,0.00
1375,1,0.00
442458,1,0.00
4652,1,0.00
4624765,1,0.00
45th,1,0.00
458463,1,0.00
4554,1,0.00
45336496,1,0.00
45310370,1,0.00
450member,1,0.00
45000yearold,1,0.00
449473,1,0.00
44647035,1,0.00
445449,1,0.00
46642309,1,0.00
4413752,1,0.00
44,1,0.00
43948762,1,0.00
437439,1,0.00
43669126,1,0.00
43609911,1,0.00
43580687,1,0.00
433443,1,0.00
425436,1,0.00
4245,1,0.00
4212557,1,0.00
4211864,1,0.00
4950,1,0.00
517530,1,0.00
5169,1,0.00
514,1,0.00
5048219,1,0.00
503522,1,0.00
5018,1,0.00
501526,1,0.00
5011,1,0.00
500000,1,0.00
499504,1,0.00
4969,1,0.00
496513,1,0.00
4210028,1,0.00
490493,1,0.00
488522,1,0.00
48610429,1,0.00
48610380,1,0.00
48610321,1,0.00
48573515,1,0.00
4771,1,0.00
4769,1,0.00
4753769,1,0.00
4750,1,0.00
473,1,0.00
40106851,1,0.00
408419,1,0.00
40753878,1,0.00
40647041,1,0.00
40587582,1,0.00
40542830,1,0.00
404,1,0.00
40396520,1,0.00
40393859,1,0.00
40340118,1,0.00
403,1,0.00
40202977,1,0.00
401409,1,0.00
40867755,1,0.00
40106089,1,0.00
4000,1,0.00
3993220,1,0.00
3986388,1,0.00
398410,1,0.00
396411,1,0.00
396402,1,0.00
394,1,0.00
393,1,0.00
389410,1,0.00
387405,1,0.00
3873,1,0.00
41428537,1,0.00
4207642,1,0.00
4207533,1,0.00
4207296,1,0.00
4205010,1,0.00
4204011,1,0.00
4203794,1,0.00
4202212,1,0.00
41881835,1,0.00
417421,1,0.00
417418,1,0.00
41719700,1,0.00
4165613,1,0.00
5187,1,0.00
4134996,1,0.00
41349,1,0.00
413,1,0.00
41103741,1,0.00
41051345,1,0.00
41046596,1,0.00
41036998,1,0.00
409410,1,0.00
40921231,1,0.00
40870888,1,0.00
40868293,1,0.00
66n,1,0.00
69th,1,0.00
698704,1,0.00
689700,1,0.00
6880,1,0.00
6851,1,0.00
684709,1,0.00
68,1,0.00
6777,1,0.00
6774,1,0.00
6738810,1,0.00
671684,1,0.00
671680,1,0.00
6th,1,0.00
666,1,0.00
6654095,1,0.00
6601670,1,0.00
66,1,0.00
65th,1,0.00
659662,1,0.00
6571548,1,0.00
6551,1,0.00
653672,1,0.00
653662,1,0.00
650938,1,0.00
6485,1,0.00
7277,1,0.00
7523,1,0.00
75108,1,0.00
747767,1,0.00
7477,1,0.00
7451,1,0.00
7391,1,0.00
738554,1,0.00
7377,1,0.00
73486830,1,0.00
732909,1,0.00
732,1,0.00
73,1,0.00
6467,1,0.00
7183,1,0.00
718,1,0.00
717,1,0.00
713,1,0.00
712,1,0.00
71,1,0.00
7092419,1,0.00
700701,1,0.00
7006,1,0.00
70009000,1,0.00
7000,1,0.00
540,1,0.00
5778,1,0.00
5642,1,0.00
5602018,1,0.00
5601911,1,0.00
5600,1,0.00
560,1,0.00
5570,1,0.00
554521n,1,0.00
553561,1,0.00
54682547,1,0.00
544,1,0.00
54100,1,0.00
587608,1,0.00
53792952,1,0.00
530,1,0.00
53,1,0.00
52nd,1,0.00
526,1,0.00
5243,1,0.00
523524,1,0.00
52248942,1,0.00
522,1,0.00
52,1,0.00
519542,1,0.00
6068179,1,0.00
6425,1,0.00
64143,1,0.00
640644,1,0.00
6363,1,0.00
635662,1,0.00
63380,1,0.00
630877,1,0.00
6258758,1,0.00
621489,1,0.00
6207062,1,0.00
616,1,0.00
6157,1,0.00
378402,1,0.00
6061,1,0.00
603617,1,0.00
5991,1,0.00
5987040574,1,0.00
5978,1,0.00
5972,1,0.00
59525455,1,0.00
594607,1,0.00
591615,1,0.00
59,1,0.00
5889,1,0.00
24907272,1,0.00
2536,1,0.00
2534597,1,0.00
2534584,1,0.00
25341783,1,0.00
252,1,0.00
250258,1,0.00
24995874,1,0.00
249687838,1,0.00
2496635,1,0.00
2493225,1,0.00
24919780,1,0.00
2491790,1,0.00
255265,1,0.00
248843930,1,0.00
2482450,1,0.00
247265,1,0.00
247258,1,0.00
24675138,1,0.00
24664446,1,0.00
24655823,1,0.00
24590931,1,0.00
24483492,1,0.00
24482847,1,0.00
244,1,0.00
24356607,1,0.00
26326394,1,0.00
270296,1,0.00
26836137,1,0.00
26696258,1,0.00
26592600,1,0.00
26565352,1,0.00
26549593,1,0.00
26532689,1,0.00
26522713,1,0.00
2644534,1,0.00
26367728,1,0.00
263269,1,0.00
26326421,1,0.00
2435,1,0.00
26298005,1,0.00
26270816,1,0.00
2627,1,0.00
26266203,1,0.00
26227268,1,0.00
260964,1,0.00
260932,1,0.00
260849,1,0.00
26061940,1,0.00
25731166,1,0.00
25587683,1,0.00
207223,1,0.00
21stlargest,1,0.00
2190717x,1,0.00
218sq,1,0.00
216273023,1,0.00
214578255,1,0.00
2140,1,0.00
2137719,1,0.00
213692638,1,0.00
213,1,0.00
210882,1,0.00
208237,1,0.00
207226,1,0.00
220,1,0.00
207219,1,0.00
207211,1,0.00
20524463,1,0.00
204825,1,0.00
20452322,1,0.00
20451166,1,0.00
20433998,1,0.00
203220,1,0.00
203,1,0.00
202367,1,0.00
2022permanent,1,0.00
23101245,1,0.00
2427,1,0.00
2426,1,0.00
24159019,1,0.00
236655658,1,0.00
235260,1,0.00
234,1,0.00
23396,1,0.00
23339683,1,0.00
233,1,0.00
231985182,1,0.00
231245,1,0.00
231233,1,0.00
2706633,1,0.00
23003642,1,0.00
227265,1,0.00
226316468,1,0.00
22516204,1,0.00
2240,1,0.00
223227,1,0.00
22212977,1,0.00
2215,1,0.00
221264,1,0.00
221,1,0.00
2200,1,0.00
32nd,1,0.00
34600,1,0.00
345363,1,0.00
343,1,0.00
342,1,0.00
34140583,1,0.00
341360,1,0.00
3352,1,0.00
33293507,1,0.00
3326316,1,0.00
332,1,0.00
331347,1,0.00
3300,1,0.00
3498096,1,0.00
327346,1,0.00
32414935,1,0.00
323334,1,0.00
32293365,1,0.00
321337,1,0.00
320,1,0.00
3180694,1,0.00
3166,1,0.00
31591968,1,0.00
3143642,1,0.00
314332,1,0.00
312,1,0.00
3655271,1,0.00
37817118,1,0.00
377158,1,0.00
37653,1,0.00
3758,1,0.00
3754,1,0.00
3749,1,0.00
373702e,1,0.00
372387,1,0.00
371393,1,0.00
371386,1,0.00
3688110,1,0.00
3679044,1,0.00
31137705,1,0.00
3649,1,0.00
3637,1,0.00
36351361,1,0.00
360370,1,0.00
36017,1,0.00
359381,1,0.00
358,1,0.00
357358,1,0.00
3537,1,0.00
350364,1,0.00
3500,1,0.00
278,1,0.00
285,1,0.00
2848,1,0.00
2842,1,0.00
2838,1,0.00
28192823,1,0.00
281,1,0.00
280293,1,0.00
27980166,1,0.00
27943361,1,0.00
27901095,1,0.00
27867061,1,0.00
27808691,1,0.00
28905876,1,0.00
27757115,1,0.00
277289,1,0.00
277,1,0.00
27642690,1,0.00
2759,1,0.00
275286,1,0.00
2749,1,0.00
2746,1,0.00
273293,1,0.00
2709278,1,0.00
2708192,1,0.00
303311,1,0.00
3101375,1,0.00
309326,1,0.00
309128,1,0.00
30902755,1,0.00
308316,1,0.00
30777356,1,0.00
30700871,1,0.00
3049132,1,0.00
30479341,1,0.00
30375988,1,0.00
3037,1,0.00
3036242,1,0.00
coexistence,1,0.00
3020237,1,0.00
30135540,1,0.00
30043851,1,0.00
3000442,1,0.00
29734103,1,0.00
2953371,1,0.00
2952082,1,0.00
2938,1,0.00
293327,1,0.00
28982795,1,0.00
289312,1,0.00
grants,1,0.00
greenhouse,1,0.00
greene,1,0.00
greena,1,0.00
green,1,0.00
grebenshikov,1,0.00
greater,1,0.00
grazia,1,0.00
gray,1,0.00
grassroots,1,0.00
grasslands,1,0.00
gras,1,0.00
graphic,1,0.00
grey,1,0.00
grantland,1,0.00
granting,1,0.00
grantham,1,0.00
grant,1,0.00
grande,1,0.00
grain,1,0.00
graeme,1,0.00
graduates,1,0.00
gradual,1,0.00
govpubs,1,0.00
govorun,1,0.00
governors,1,0.00
groups322,1,0.00
guru,1,0.00
gurova,1,0.00
guriev,1,0.00
gunter,1,0.00
gulnaz,1,0.00
guido,1,0.00
guglielmo,1,0.00
gubaidulina561,1,0.00
guarantees,1,0.00
gtherstrm,1,0.00
grown,1,0.00
grover,1,0.00
governor,1,0.00
ground,1,0.00
grossman,1,0.00
grosshans,1,0.00
gross,1,0.00
grigsons,1,0.00
grigson,1,0.00
grigorievich,1,0.00
grigori,1,0.00
grids,1,0.00
griboyedov,1,0.00
griboedov,1,0.00
gilbert,1,0.00
globally245,1,0.00
glinka,1,0.00
glezer,1,0.00
gleason,1,0.00
glazunov558,1,0.00
glatzer,1,0.00
glassman,1,0.00
glance,1,0.00
giving,1,0.00
gives,1,0.00
gimn,1,0.00
gillies,1,0.00
globe,1,0.00
gifford,1,0.00
gibson,1,0.00
ghosts,1,0.00
ghilarov,1,0.00
ghervas,1,0.00
ghana,1,0.00
getty,1,0.00
germany129,1,0.00
gerber,1,0.00
gerardo,1,0.00
geraldine,1,0.00
georgy,1,0.00
goods,1,0.00
governmental,1,0.00
government66,1,0.00
government162,1,0.00
government109,1,0.00
government10,1,0.00
governing,1,0.00
governance,1,0.00
gothic,1,0.00
gosudarstvennyy,1,0.00
gorokhov,1,0.00
gorelik,1,0.00
gora,1,0.00
guttmacher,1,0.00
goncharova,1,0.00
goldstein,1,0.00
gold,1,0.00
going,1,0.00
gogol575,1,0.00
gogol,1,0.00
gods,1,0.00
godoy,1,0.00
goble,1,0.00
go,1,0.00
glushko,1,0.00
hinduism479,1,0.00
hokkaido,1,0.00
hodgson,1,0.00
hodge,1,0.00
hockstader,1,0.00
hitting,1,0.00
hitlers,1,0.00
hitler,1,0.00
history453,1,0.00
historiography,1,0.00
historianism,1,0.00
hirosaki,1,0.00
hindus473,1,0.00
hold,1,0.00
hilde,1,0.00
hikes,1,0.00
highs,1,0.00
highlights,1,0.00
highlight,1,0.00
highestpaid,1,0.00
highestachieving,1,0.00
hidden,1,0.00
herszenhorn,1,0.00
herring612,1,0.00
herring,1,0.00
hermitage,1,0.00
homophobia,1,0.00
hortscience,1,0.00
horses,1,0.00
horsemen,1,0.00
horrors,1,0.00
horizons,1,0.00
hopstock,1,0.00
hopping,1,0.00
hopkins,1,0.00
hopes,1,0.00
hoover,1,0.00
honours,1,0.00
honouring,1,0.00
heritage474475,1,0.00
homo,1,0.00
hominin,1,0.00
homes,1,0.00
holy,1,0.00
holly,1,0.00
holloway,1,0.00
hollander,1,0.00
holidays526,1,0.00
holidays524,1,0.00
holidays523,1,0.00
holiday533,1,0.00
hand,1,0.00
harsh,1,0.00
harrison,1,0.00
harney,1,0.00
hardie,1,0.00
harassment,1,0.00
hants,1,0.00
hanseatic,1,0.00
hans,1,0.00
hangover,1,0.00
hands,1,0.00
handing,1,0.00
handful,1,0.00
harshness,1,0.00
hancock,1,0.00
hammer,1,0.00
halted,1,0.00
halt,1,0.00
haller,1,0.00
hale,1,0.00
hague,1,0.00
hagemeister,1,0.00
haffkine,1,0.00
hachten,1,0.00
gymnastics,1,0.00
heart,1,0.00
herders,1,0.00
herb,1,0.00
heraldry66,1,0.00
heo,1,0.00
henrik,1,0.00
helps,1,0.00
hellenistic,1,0.00
hellberghirn,1,0.00
helion,1,0.00
helena,1,0.00
heinrich,1,0.00
hebrew,1,0.00
georgii,1,0.00
hear,1,0.00
healthcare337338,1,0.00
headed,1,0.00
hdl238143756,1,0.00
hdl1055042071,1,0.00
hdl10419256753,1,0.00
hdi,1,0.00
hawaii,1,0.00
hastening,1,0.00
harzl,1,0.00
hartley,1,0.00
finnish,1,0.00
flagrussia,1,0.00
fix,1,0.00
fistfights,1,0.00
fishes,1,0.00
fishery,1,0.00
fisheries,1,0.00
fish396,1,0.00
fischer,1,0.00
firstrate,1,0.00
firstdegree,1,0.00
fioravanti,1,0.00
finnougric,1,0.00
flagship,1,0.00
finland130,1,0.00
finished,1,0.00
finest,1,0.00
findley,1,0.00
financing,1,0.00
finances,1,0.00
finals,1,0.00
fin,1,0.00
filyushkin,1,0.00
filmmaking,1,0.00
filmmakers,1,0.00
filled,1,0.00
flying,1,0.00
forces10,1,0.00
force396,1,0.00
force294,1,0.00
forbes,1,0.00
foragers,1,0.00
footsteps,1,0.00
fonvizin,1,0.00
foltz,1,0.00
followed536,1,0.00
follow,1,0.00
fodder,1,0.00
fm,1,0.00
filippo,1,0.00
flown,1,0.00
flowers,1,0.00
flowering,1,0.00
flower,1,0.00
flourish,1,0.00
florinsky,1,0.00
florian,1,0.00
flint,1,0.00
flight172,1,0.00
fleet,1,0.00
flavourful,1,0.00
fauna,1,0.00
federic,1,0.00
federatsiya,1,0.00
federatsii,1,0.00
federationb,1,0.00
federation166,1,0.00
federalism,1,0.00
february525,1,0.00
features,1,0.00
featured,1,0.00
feature,1,0.00
fdratsj,1,0.00
favour,1,0.00
federica,1,0.00
fathers,1,0.00
fatalities,1,0.00
fascist,1,0.00
farmland,1,0.00
farming,1,0.00
farleigh,1,0.00
fans,1,0.00
families,1,0.00
famed,1,0.00
falls,1,0.00
fakty,1,0.00
faiths481482,1,0.00
ferdman,1,0.00
filatov,1,0.00
figure567,1,0.00
fighting,1,0.00
fifthleading,1,0.00
fifteen,1,0.00
fiery,1,0.00
fiedler,1,0.00
fiction578,1,0.00
feudalism,1,0.00
feudal,1,0.00
fet572,1,0.00
fertilizer401,1,0.00
forces112,1,0.00
fer,1,0.00
fennoscandian,1,0.00
feminine,1,0.00
females501,1,0.00
femalebiased,1,0.00
female10,1,0.00
female,1,0.00
felicity,1,0.00
feinstein,1,0.00
feet,1,0.00
fedorov,1,0.00
gancedo,1,0.00
gdp300,1,0.00
gdp10,1,0.00
gazeta,1,0.00
gavrila,1,0.00
gave,1,0.00
gathering,1,0.00
gasrelated,1,0.00
gas348,1,0.00
gardiner,1,0.00
gardens,1,0.00
garden,1,0.00
gangs,1,0.00
gdp383,1,0.00
gan,1,0.00
gamma,1,0.00
gaming,1,0.00
games514,1,0.00
game99,1,0.00
game,1,0.00
gallery,1,0.00
galina,1,0.00
galicia,1,0.00
gains,1,0.00
gaddis,1,0.00
futures,1,0.00
genre,1,0.00
georgia195,1,0.00
geopolitics598,1,0.00
geopolitically,1,0.00
geometry,1,0.00
geological,1,0.00
geojournal,1,0.00
geographies,1,0.00
geographically,1,0.00
geographers,1,0.00
geographer,1,0.00
geochemistry,1,0.00
geoarchaeology,1,0.00
furs,1,0.00
genomics,1,0.00
genomewide,1,0.00
genome,1,0.00
genocide,1,0.00
gennady,1,0.00
geneva,1,0.00
geneticist,1,0.00
genetically,1,0.00
generation,1,0.00
generalplan,1,0.00
gdp439,1,0.00
forms561,1,0.00
franklin,1,0.00
francine,1,0.00
fragmented,1,0.00
fourthlongest,1,0.00
fourthlargest391,1,0.00
fourth,1,0.00
founding,1,0.00
founders,1,0.00
foundations,1,0.00
fossil,1,0.00
forum,1,0.00
fortmann,1,0.00
frederic,1,0.00
formerly,1,0.00
forested10,1,0.00
forest239,1,0.00
foresee,1,0.00
foremost,1,0.00
foreigners,1,0.00
forecasts,1,0.00
fore574,1,0.00
ford,1,0.00
forcesand,1,0.00
forces181,1,0.00
frolov,1,0.00
fungi,1,0.00
fund,1,0.00
function,1,0.00
full,1,0.00
fulfil,1,0.00
fuelling,1,0.00
frye,1,0.00
fruits396,1,0.00
frost,1,0.00
fronts,1,0.00
frontiers266,1,0.00
fromkin,1,0.00
hosking,1,0.00
fritz,1,0.00
frisby,1,0.00
friends,1,0.00
friederike,1,0.00
freshwater,1,0.00
frescos,1,0.00
frequent,1,0.00
french,1,0.00
freestanding,1,0.00
freedoms,1,0.00
freedman,1,0.00
khaganate,1,0.00
kids,1,0.00
kidnaps,1,0.00
kicks,1,0.00
kholodilin,1,0.00
khmelnytsky,1,0.00
khazars49,1,0.00
khazar,1,0.00
khartanovich,1,0.00
kharitonova,1,0.00
kharitonov,1,0.00
khanates,1,0.00
khaganate57,1,0.00
kiev23,1,0.00
kha,1,0.00
keston,1,0.00
kerzhanovich,1,0.00
kerttu,1,0.00
kerstin,1,0.00
kermek,1,0.00
keogh,1,0.00
kent,1,0.00
kennan,1,0.00
kendall,1,0.00
kelly,1,0.00
kellie,1,0.00
kipchaks53,1,0.00
knoema,1,0.00
klyuchevskoy,1,0.00
klyuchevskaya,1,0.00
klugman,1,0.00
kleptocracy328,1,0.00
kleptocracy,1,0.00
klara,1,0.00
kjell,1,0.00
kiyanova,1,0.00
kiyan,1,0.00
kitchen,1,0.00
kirk,1,0.00
kelesh,1,0.00
kinoeye,1,0.00
kino566,1,0.00
kinescope,1,0.00
kinds,1,0.00
kindergartens,1,0.00
kilometres,1,0.00
kilometre,1,0.00
killings317,1,0.00
killed178,1,0.00
kievs,1,0.00
kiev606320,1,0.00
journalist,1,0.00
junctions,1,0.00
julie,1,0.00
julian,1,0.00
julia,1,0.00
jules,1,0.00
judiciary,1,0.00
judicial,1,0.00
judges,1,0.00
judge,1,0.00
journeys,1,0.00
journalists311312313,1,0.00
journalists,1,0.00
junedecember,1,0.00
journalism,1,0.00
josef,1,0.00
jones,1,0.00
joins,1,0.00
joining,1,0.00
joined,1,0.00
johnthor,1,0.00
johnson,1,0.00
johns,1,0.00
johann,1,0.00
joey,1,0.00
joe,1,0.00
katherine,1,0.00
keith,1,0.00
keh,1,0.00
keeps,1,0.00
keep,1,0.00
kebabs,1,0.00
keates,1,0.00
kbal,1,0.00
kazimir,1,0.00
kazakov,1,0.00
kaufman,1,0.00
katia,1,0.00
kathleen,1,0.00
knopf,1,0.00
kartashkin,1,0.00
karminov,1,0.00
karen,1,0.00
karamzin572,1,0.00
kanerva,1,0.00
kandinsky,1,0.00
kamarinskaya,1,0.00
kai,1,0.00
kagan,1,0.00
jurisdictions,1,0.00
jupiter,1,0.00
kvass613,1,0.00
laid,1,0.00
lagunina,1,0.00
ladomir,1,0.00
ladoga,1,0.00
lacking,1,0.00
lack,1,0.00
lachmann,1,0.00
labor,1,0.00
labels,1,0.00
kylie,1,0.00
kyle,1,0.00
kyiv,1,0.00
laila,1,0.00
kvass,1,0.00
kvas,1,0.00
kvartal,1,0.00
kuznetsov,1,0.00
kuzmin,1,0.00
kuzma,1,0.00
kuzio,1,0.00
kutuzov,1,0.00
kurya38,1,0.00
kuromiya,1,0.00
kurile,1,0.00
kurgan,1,0.00
laptev,1,0.00
law249,1,0.00
lavish,1,0.00
laureate,1,0.00
laugh,1,0.00
latitudes,1,0.00
latenineteenthcentury,1,0.00
lasting,1,0.00
lasers,1,0.00
laser,1,0.00
las,1,0.00
largesample,1,0.00
lara,1,0.00
kuprin,1,0.00
lanham,1,0.00
language465,1,0.00
langer,1,0.00
lang,1,0.00
lands66,1,0.00
lander,1,0.00
landay,1,0.00
lana,1,0.00
lamnidis,1,0.00
lakunchykova,1,0.00
lake217,1,0.00
kornat,1,0.00
kppen,1,0.00
kowalev,1,0.00
kouptsov,1,0.00
kotkin,1,0.00
kosygin,1,0.00
kostyonkiborshchyovo36,1,0.00
kostenki,1,0.00
kositsyn,1,0.00
kosintsev,1,0.00
koryakova,1,0.00
korotkov,1,0.00
korolyov,1,0.00
kppengeiger,1,0.00
korhonen,1,0.00
kontorovich,1,0.00
konstantinovich,1,0.00
konitzer,1,0.00
komsomolskaya,1,0.00
komsomolets,1,0.00
koichi,1,0.00
kohn,1,0.00
koehn,1,0.00
knyaginina,1,0.00
knox,1,0.00
kroll,1,0.00
kunstkamera,1,0.00
kunashir,1,0.00
kuleshov,1,0.00
kudryavtsev,1,0.00
kuchkin,1,0.00
kubon,1,0.00
ksigarnia,1,0.00
krzywdzinski,1,0.00
krypton,1,0.00
krylov580,1,0.00
krylov,1,0.00
kropotkins,1,0.00
jodi,1,0.00
krogh,1,0.00
kristin,1,0.00
kridl,1,0.00
kresel,1,0.00
kremlins,1,0.00
kreindler,1,0.00
kraxner,1,0.00
krastev,1,0.00
krasnoboka,1,0.00
kramskoy,1,0.00
kramer,1,0.00
impeachment,1,0.00
inability,1,0.00
ina,1,0.00
improve,1,0.00
imprisoned,1,0.00
imprint,1,0.00
imposed360,1,0.00
imposed,1,0.00
importing,1,0.00
importer352353,1,0.00
imported,1,0.00
implicate,1,0.00
implemented,1,0.00
inauguration,1,0.00
impacts,1,0.00
immunology415,1,0.00
immunity,1,0.00
immigration452,1,0.00
immigrant,1,0.00
immensely,1,0.00
imaginative,1,0.00
image,1,0.00
illinois,1,0.00
ilkka,1,0.00
ii207,1,0.00
ii206,1,0.00
indopacific,1,0.00
ingle,1,0.00
inge,1,0.00
influential537,1,0.00
influential408,1,0.00
influences,1,0.00
inflicted,1,0.00
inflation,1,0.00
infighting,1,0.00
infamous,1,0.00
industries,1,0.00
industrialization,1,0.00
indrelid,1,0.00
ii200,1,0.00
individual,1,0.00
indiscriminate,1,0.00
indigenous,1,0.00
indicate,1,0.00
indian,1,0.00
indebted,1,0.00
increases,1,0.00
increased67,1,0.00
incorporates,1,0.00
income,1,0.00
incidence,1,0.00
hrke,1,0.00
hunsaker,1,0.00
huns49failed,1,0.00
hunger,1,0.00
hundreds,1,0.00
humiliating,1,0.00
humanmade,1,0.00
hughes,1,0.00
huge,1,0.00
hubris,1,0.00
hublin,1,0.00
hubbs,1,0.00
hs,1,0.00
hunt,1,0.00
howard,1,0.00
household,1,0.00
houman,1,0.00
houghton,1,0.00
hotbed,1,0.00
hot,1,0.00
hosting,1,0.00
hostilities,1,0.00
host,1,0.00
hospitality,1,0.00
hospital,1,0.00
identical,1,0.00
ii2,1,0.00
ii1347,1,0.00
igors,1,0.00
ifri,1,0.00
ifo,1,0.00
if,1,0.00
ieee,1,0.00
ie,1,0.00
idols,1,0.00
ideological,1,0.00
identities,1,0.00
identified,1,0.00
ingredients,1,0.00
icons,1,0.00
iconoscope,1,0.00
iconic,1,0.00
hyslop,1,0.00
hypothesis,1,0.00
hylke,1,0.00
hydroelectric,1,0.00
hussain,1,0.00
hurting,1,0.00
hunting,1,0.00
huntergatherers39,1,0.00
italian,1,0.00
jamie,1,0.00
jakovljevi,1,0.00
jabara,1,0.00
ixxii,1,0.00
ivshina,1,0.00
ivory,1,0.00
iver,1,0.00
ivask,1,0.00
ivans,1,0.00
ivanovich,1,0.00
ivanov,1,0.00
ivanonva,1,0.00
janick,1,0.00
issues87,1,0.00
issue509,1,0.00
issue358359,1,0.00
iss435,1,0.00
iss,1,0.00
isolated,1,0.00
isolate,1,0.00
iso,1,0.00
islamist,1,0.00
islamisation,1,0.00
islamic,1,0.00
isb4,1,0.00
jctt21h4wkb15,1,0.00
joanna,1,0.00
joan,1,0.00
jj,1,0.00
jews,1,0.00
jerome,1,0.00
jeong,1,0.00
jennings,1,0.00
jeni,1,0.00
jeff,1,0.00
jeanne,1,0.00
jeanine,1,0.00
jctv2t4dn714,1,0.00
isabelle,1,0.00
jc,1,0.00
jazz,1,0.00
jay,1,0.00
jaxa,1,0.00
javier,1,0.00
jarzombek,1,0.00
japanese,1,0.00
japan2,1,0.00
japan142,1,0.00
january532,1,0.00
jankiewicz,1,0.00
intellectual,1,0.00
internationals,1,0.00
intermittent,1,0.00
interlude,1,0.00
interior,1,0.00
interference,1,0.00
interfax620,1,0.00
interests285,1,0.00
interested,1,0.00
intercept,1,0.00
interactive,1,0.00
intents,1,0.00
intentional,1,0.00
internazionali,1,0.00
intact,1,0.00
insurrections180,1,0.00
institutions,1,0.00
installed,1,0.00
innovative,1,0.00
inner,1,0.00
innate,1,0.00
injuries,1,0.00
initially,1,0.00
inhabited,1,0.00
inhabitantssq,1,0.00
investigations,1,0.00
isaac,1,0.00
iryna,1,0.00
iranian,1,0.00
ipatovo44,1,0.00
ipatovo,1,0.00
ipatieff,1,0.00
ipa,1,0.00
iosif,1,0.00
involved,1,0.00
invisible,1,0.00
investment191,1,0.00
investment,1,0.00
faith484,1,0.00
investigation,1,0.00
invertebrates,1,0.00
inverse,1,0.00
invention,1,0.00
invasions,1,0.00
invasion210211212,1,0.00
introduction,1,0.00
interregional,1,0.00
interpret,1,0.00
interpagan,1,0.00
internet314,1,0.00
debate,1,0.00
deepened,1,0.00
deepen,1,0.00
deem,1,0.00
decline508,1,0.00
decline185,1,0.00
declaring,1,0.00
decembrists,1,0.00
decembrist,1,0.00
decades651,1,0.00
decade506,1,0.00
